rank	word	cifu_spoken_adult	cifu_jyutping	cifu_definition	cifu_structure	runtime_status	runtime_module	runtime_jyutping	runtime_meta	structural_path
1127	準備	21	zeon2bei6	preparation/prepare	⿱淮十:⿰亻𤰇[GT],⿰亻⿱卄⿸厂用[JK]	missing				
1128	解	21	gaai2|haai6	surname Xie/to divide/to break up/to split/to separate/to dissolve/to solve/to melt/to remove/to untie/to loosen/to open/to emancipate/to explain/to understand/to know/a solution/a dissection/transport under guard	⿰角𭷔	missing				
1129	資產	21	zi1caan2	property/assets	⿱次貝:⿱文&CDP-8C45;	missing				
1130	預算案	21	*jyu6syun3on3|ngon3	NO DEF	⿰予頁:⿱竹𥃲:⿱安木[GJK],⿱安朩[TV]	missing				
1131	墓	21	mou6	tomb	⿱莫土	missing				
1132	維持	21	wai4ci4	to keep/to maintain/to preserve	⿰糹隹[GT],⿰糸隹[JK]:⿰扌寺	missing				
1133	舖	21	pou3	a store	⿰舍甫	missing				
1134	機構	21	gei1kau3	mechanism/structure/organization/agency/institution	⿰木幾:⿰木冓	missing				
1135	離開	21	lei4hoi1	to depart/to leave	⿰离隹:⿵門开	missing				
1136	聽眾	21	ting1zung3	audience/listeners	⿰&CDP-8BD1;𢛳:⿱罒乑[GTK],⿱罒&CDP-8C76;[J]	missing				
1137	一方面	20	jat1fong1min6	one aspect is	一:⿱亠&CDP-8B6C;:⿱丆囬	missing				
1138	七月	20	cat1jyut6	July/seventh month	⿻㇀乚:月	missing				
1139	三年	20	saam1nin4	three years	⿱一二:年	missing				
1140	仍然	20	jing4jin4	still/yet	⿰亻乃:⿱&CDP-8BB5;灬	missing				
1141	手面	20	*sau2min6	NO DEF	手:⿱丆囬	missing				
1142	乎	20	fu4	(final particle in classical Chinese, expressing question or doubt, similar to 嗎|吗)	乎	missing				
1143	以後	20	ji5hau6	after/later/afterwards/following/later on/in the future	以:⿰彳⿱幺夂[GJKV],⿰彳&CDP-8B7B;[HT]	missing				
1144	北面	20	bak1min6	northern side/north	⿰&CDP-8BC5;匕:⿱丆囬	missing				
1145	仲要	20	*zung6jiu3	NO DEF	⿰亻中:⿱覀女	missing				
1146	兆	20	siu6|ziu6	omen/million/million million, trillion	兆	missing				
1147	同個	20	*tung4go3	NO DEF	⿵𠔼口:⿰亻固	missing				
1148	地下	20	dei6haa6|dei5haa2	underground/subterranean/covert|floor/ground	⿰土也:⿱一卜	missing				
1149	地產	20	dei6caan2	estate	⿰土也:⿱文&CDP-8C45;	missing				
1150	年代	20	nin4doi6	a decade of a century (e.g. the Sixties)/age/era/period	年:⿰亻弋	missing				
1151	即話	20	*zik1waa6|waa2	NO DEF	⿰&CDP-8B7C;卩:⿰言舌	missing				
1152	我同	20	*ngo5tung4	NO DEF	我:⿵𠔼口	missing				
1153	身邊	20	san1bin1	at one's side	身:⿺辶臱	missing				
1154	例子	20	lai6zi2	case/(for) instance/example	⿰亻列:子	missing				
1155	咖啡	20	gaa3fe1	coffee	⿰口加:⿰口非	covered_main	things.js	gaa3 fe1	what:object_np liquid drink_object beverage_noun	
1156	怕	20	paa3	to be afraid/to fear	⿰忄白	covered_main	study-suite.js	paa3	doing:verb emotion_predicate fear_verb	
1157	抵	20	dai2	worth/cheap/deserve/serve sb right/to press against/to support/to prop up/to resist/to equal/to balance/to make up for/to mortgage/to arrive	⿰扌氐	covered_main	statives.js	dai2	like:stative_predicate	
1158	爭	20	zang1|zaang1	to strive for/to vie for/to argue or debate/deficient or lacking/how or what (literary)	⿱爫&CDP-8BFE;	missing				
1159	盈利	20	jing4lei6	profit/gain	⿱夃皿:⿰禾刂	missing				
1160	值得	20	zik6dak1	to be worth/to deserve	⿰亻直:⿰彳㝵	missing				
1161	哩度	20	*lei5|le1|lei1|li1dou6|dok6	NO DEF	⿰口里:⿸广&CDP-8C46;	missing				
1162	唔肯	20	*m4hang2	NO DEF	⿰口吾:⿱止月[GJKV],⿱止⺼[HT]	missing				
1163	做咩	20	*zou6me1	NO DEF	⿰亻故:⿰口羊	missing				
1164	健	20	gin6	healthy/to invigorate/to strengthen/to be good at/to be strong in	⿰亻建	missing				
1165	夠	20	gau3	to reach/to be enough	⿰多句	missing				
1166	控制	20	hung3zai3	control/to exercise control over/to contain	⿰扌空:⿰&CDP-89EC;刂	missing				
1167	被	20	bei6	by (indicates passive-voice sentences or clauses)/to cover/to wear	⿰衤皮	missing				
1168	報	20	bou3	to announce/to inform/report/newspaper/recompense/revenge	⿰幸𠬝	missing				
1169	結婚	20	git3fan1	to marry/to get married	⿰糹吉[GTV],⿰糸吉[JK]:⿰女昏	missing				
1170	順	20	seon6	to obey/to follow/to arrange/to make reasonable/along/favorable	⿰川頁	missing				
1171	煙海	20	jin1hoi2	the vast ocean	⿰火垔:⿰氵每[GTKV],⿰氵毎[J]	missing				
1172	聖經	20	sing3ging1	Holy Bible/the Confucian classics	⿱𦔻王[GJ],⿱𦔻𡈼[TKV]:⿰糹巠[GTV],⿰糸巠[JK]	missing				
1173	補習	20	bou2zaap6	to take extra lessons/to cram (for a test)	⿰衤甫:⿱羽白	missing				
1174	解釋	20	gaai2sik1	explanation/to explain/to interpret/to resolve	⿰角𭷔:⿰釆睪	covered_main	study-suite.js	gaai2 sik1	doing:verb explanation_verb transitive_verb	
1175	圖形	20	tou4jing4	picture/figure/diagram/graph/depiction/graphical	⿴囗啚:⿰开彡	missing				
1176	實在	20	sat6zoi6	in reality/honestly/really/verily/concrete	⿱宀貫:⿸&CDP-88F1;土	missing				
1177	對唔住	20	deoi3m4zyu6	sorry	⿰&CDP-8BBD;寸:⿰口吾:⿰亻主	covered_main	degree-and-formulas.js	deoi3 m4 zyu6	func:apology_formula	
1178	精神	20	zing1san4	spirit/mind/consciousness/thought/mental/psychological/essence/gist	⿰米青[GTJV],⿰米靑[K]:⿰礻申[GTJV],⿰示申[K]	missing				
1179	暫時	20	zaam6si4	temporary/provisional	⿱斬日:⿰日寺	missing				
1180	賠	20	pui4	to compensate for loss/to indemnify/to suffer a financial loss	⿰貝咅	missing				
1181	擔心	20	daam1sam1	anxious/worried/uneasy/to worry/to be anxious	⿰扌詹:心	covered_main	referents-and-boundaries.js	daam1 sam1	doing:mental_state_verb cognition_predicate	
1182	整個	20	zing2go3	whole/entire/total	⿱敕正:⿰亻固	missing				
1183	講乜	20	*gong2mat1	NO DEF	⿰言冓:乜	missing				
1184	闆	20	baan2	see 老闆|老板, boss	⿵門品	handled_structurally				src/runtime-resources/pronunciation/unknown-cjk-jyutping-fallback.js
1185	叢	20	cung4	cluster/collection/collection of books/thicket	⿱丵取	missing				
1186	競爭	20	ging6zang1	to compete/competition	⿰竞竞:⿱爫&CDP-8BFE;	missing				
1187	公	19	gung1	public/collectively owned/common/international (e.g. high seas, metric system, calendar)/make public/fair/just/Duke, highest of five orders of nobility 五等爵位[ńgh dáng jeuk waih]/honorable (gentlemen)/father-in-law/male (animal)	⿱八厶	handled_structurally				src/runtime-resources/pronunciation/unknown-cjk-jyutping-fallback.js
1188	只要	19	zi2jiu3	if only/so long as	⿱口八:⿱覀女	missing				
1189	右下角	19	*jau6haa6gok3	NO DEF	⿸𠂇口:⿱一卜:角	missing				
1190	失業	19	sat1jip6	unemployment	⿰丿夫:⿱业𦍎	missing				
1191	正下方	19	zing3haa6fong1	NO DEF	⿱一止,⿱&CDP-87FD;一:⿱一卜:⿱亠&CDP-8B6C;	missing				
1192	民	19	man4	the people/nationality/citizen	民	missing				
1193	先算	19	*sin1syun3	NO DEF	⿱𠂒儿:⿱竹𥃲	missing				
1194	地鐵	19	dei6tit3	subway/metro	⿰土也:⿰金𢧜	covered_main	study-suite.js	dei6 tit3	what:transport_noun object_np head_noun	
1195	好話	19	hou2waa2	words of praise/to speak well of	⿰女子:⿰言舌	missing				
1196	你點	19	*nei5dim2	NO DEF	⿰亻尔:⿰黑占	missing				
1197	形式	19	jing4sik1	form/shape/situation/circumstance	⿰开彡:⿹弋工	missing				
1198	例	19	lai6	example/precedent/rule/case/instance	⿰亻列	missing				
1199	到底	19	dou3dai2	finally/in the end/when all is said and done	⿰至刂:⿸广氐	missing				
1200	抹	19	maat3|mut3	to wipe/to forget/to wipe out a memory/classifier for wisps of cloud, light-beams etc (Mandarin)	⿰扌末	missing				
1201	的	19	dik1	of/~'s (possessive particle)/(used after an attribute)/(used to form a nominal expression)/(used at the end of a declarative sentence for emphasis)/to fetch	⿰白勺	missing				
1202	保障	19	bou2zoeng3	to ensure/to guarantee/to safeguard	⿰亻呆:⿰阝章	missing				
1203	張紙	19	*zoeng1zi2	NO DEF	⿰弓長:⿰糹氏[GTV],⿰糸氏[JK]	missing				
1204	畫畫	19	waak6waa2	NO DEF	⿳&CDP-8BC6;田一:⿳&CDP-8BC6;田一	covered_main	verbs.js	waak6 waa2	doing:verb action_verb	
1205	媽媽	19	maa4maa1	mama/mommy/mother	⿰女馬:⿰女馬	covered_main	people-and-address.js	maa4 maa1	who:person_np	
1206	想講	19	*soeng2gong2	NO DEF	⿱相心:⿰言冓	missing				
1207	溝通	19	kau1tung1	communicate	⿰氵冓:⿺辶甬	missing				
1208	道	19	dou6	direction/way/road/path/principle/truth/morality/reason/skill/method/Dao (of Daoism)/to say/to speak/to talk	⿺辶首	missing				
1209	零	19	ling4	remnant/zero	⿱雨令	missing				
1210	電視機	19	din6si6gei1	television set/CL: 臺|台[tai2]	⿱雨&CDP-8BE8;:⿰礻見[GTJV],⿰示見[K]:⿰木幾	missing				
1211	預備	19	jyu6bei6	to prepare/to make ready/preparation/preparatory	⿰予頁:⿰亻𤰇[GT],⿰亻⿱卄⿸厂用[JK]	missing				
1212	歌	19	go1	song	⿰哥欠	covered_main	things.js	go1	what:object_np	
1213	銀行	19	ngan4hong4	bank	⿰金艮:⿰彳亍	covered_main	study-suite.js	ngan4 hong4	where:place_or_institution_noun bank	
1214	價錢	19	gaa3cin4	price	⿰亻賈:⿰金戔	surface_covered_sense_uncertain	things.js	gaa3 cin2	what:price_np	
1215	噏	19	ap1	NO DEF	⿰口翕	missing				
1216	頹	19	teoi4	to crumble/to collapse/to decline/to decay/decadent/dejected/dispirited/balding	⿰禿頁	missing				
1217	變成	19	bin3sing4	to change into/to turn into/to become	⿱䜌攵:⿵戊𠃌	covered_main	verbs.js	bin3 sing4	doing:verb change_into_verb	
1218	一個韻	18	*jat1go3wan6	NO DEF	一:⿰亻固:⿰音員	missing				
1219	三角形	18	saam1gok3jing4	triangle	⿱一二:角:⿰开彡	missing				
1220	分手	18	fan1sau2	to split up/to break up	⿱八刀:手	missing				
1221	反應	18	faan2jing3	to react/to respond/reaction/response/reply/chemical reaction	⿸𠂆又[G],⿸厂又[TJKV]:⿸䧹心	missing				
1222	支	18	zi1	to support/to sustain/to erect/to raise/branch/division/to draw money/classifier for rods such as pens and guns, for army divisions and for songs or compositions	⿱十又	covered_main	verbs.js	zi1	measure_word:classifier_long_rigid pen_classifier	
1223	右下	18	jau6haa6	lower right	⿸𠂇口:⿱一卜	missing				
1224	右手邊	18	jau6sau2bin1	NO DEF	⿸𠂇口:手:⿺辶臱	missing				
1225	市民	18	si5man4	city resident	⿱亠巾:民	missing				
1226	回歸	18	wui4gwai1	to return (to previous condition)/Hong Kong's return to Chinese sovereignty/to regress	⿴囗口:⿰&CDP-8CAB;帚	missing				
1227	成功	18	sing4gung1	success/to succeed	⿵戊𠃌:⿰工力	missing				
1228	有人	18	jau5jan4	someone/people/anyone/there is someone there/occupied (as in restroom)	⿸𠂇月:人	missing				
1229	自然	18	zi6jin4	nature/natural/naturally	自:⿱&CDP-8BB5;灬	covered_main	study-suite.js	zi6 jin4	like:stative_predicate naturalness_property	
1230	估	18	gu2|gu3	estimate/old/second-hand (clothes)	⿰亻古	covered_main	study-suite.js	gu2	doing:verb cognition_guess_verb	
1231	男性	18	naam4sing3	a male	⿱田力:⿰忄生	missing				
1232	性格	18	sing3gaak3	nature/disposition/temperament/character	⿰忄生:⿰木各	missing				
1233	放假	18	fong3gaa3	to have a holiday or vacation	⿰方攵:⿰亻叚	missing				
1234	直頭	18	zik6tau4	NO DEF	⿱十&CDP-8BA5;[GT],⿱十⿺𠃊目[JK]:⿰豆頁	missing				
1235	返上	18	*faan1|faan2soeng6|soeng5	NO DEF	⿺辶反:⿱⺊一	missing				
1236	南方	18	naam4fong1	south/the southern part of the country/the South	⿱十&CDP-8BDC;:⿱亠&CDP-8B6C;	missing				
1237	是但	18	si6daan6	NO DEF	⿱日𤴓:⿰亻旦	missing				
1238	相當	18	soeng1dong1	equivalent to/appropriate/considerably/to a certain extent/fairly	⿰木目:⿱𫩠田	missing				
1239	英國	18	jing1gwok3	United Kingdom 聯合王國|联合王国[Lian2 he2 wang2 guo2]/United Kingdom of Great Britain and Northern Ireland/abbr. for England 英格蘭|英格兰[Ying1 ge2 lan2]	⿱艹央:⿴囗或	missing				
1240	要好	18	jiu3hou2	be on good terms/be close friends	⿱覀女:⿰女子	missing				
1241	俾人	18	*bei2jan4	NO DEF	⿰亻卑:人	missing				
1242	原則	18	jyun4zak1	principle/doctrine	⿸厂&CDP-8BC4;:⿰貝刂	missing				
1243	埋個	18	*maai4go3	NO DEF	⿰土里:⿰亻固	missing				
1244	拿	18	naa4	to hold/to seize/to catch/to apprehend/to take	⿱合手	missing				
1245	旁邊	18	pong4bin1	lateral/side/to the side/beside	⿱&CDP-8BEC;方:⿺辶臱	missing				
1246	留	18	lau4	leave (message)/to retain/to stay/to remain/to keep/to preserve	⿱&CDP-8C69;田	missing				
1247	記住	18	gei3zyu6	to remember	⿰言己:⿰亻主	covered_main	study-suite.js	gei3 zyu6	doing:verb cognition_memory_imperative	
1248	追	18	zeoi1	to chase after/to seek/to do one's utmost to seek or procure sth/to recall	⿺辶𠂤	missing				
1249	做過	18	*zou6gwo3	NO DEF	⿰亻故:⿺辶咼	missing				
1250	得罪	18	dak1zeoi6	to offend sb/a faux pas	⿰彳㝵:⿱罒非	missing				
1251	畢業	18	bat1jip6	graduation/to graduate/to finish school	⿻&CDP-87C5;一:⿱业𦍎	missing				
1252	剩	18	zing6|sing6	to remain/to be left/to have as remainder	⿰乘刂	missing				
1253	幾大	18	*gei2|gei1daai6	NO DEF	⿹&CDP-8BA4;人:⿻一人	missing				
1254	提供	18	tai4gung1	to supply/to provide/to furnish	⿰扌是:⿰亻共	missing				
1255	象徵	18	zoeng6zing1	emblem/symbol/token/badge/to symbolize/to signify/to stand for	⿳𠂊𫩏𧰨:⿰彳𢽠[TV],⿲彳⿳山一王攵[JK]	missing				
1256	感情	18	gam2cing4	feeling/emotion/sensation/likes and dislikes/deep affection for sb or sth/relationship (i.e. love affair)	⿱咸心[GJK],⿵咸心[TV]:⿰忄青[GTJV],⿰忄靑[K]	missing				
1257	號	18	hou6	day of a month/(suffix used after) name of a ship/(ordinal) number/roar/cry	⿰号虎	covered_main	study-suite.js	hou6	func:number_or_date_suffix	
1258	解決	18	gaai2kyut3	to settle (a dispute)/to resolve/to solve	⿰角𭷔:⿰氵夬	covered_main	verbs.js	gaai2 kyut3	doing:verb	
1259	試下	18	*si3haa6	NO DEF	⿰言式:⿱一卜	missing				
1260	熄	18	sik1	to extinguish/to put out (fire)/to quench/to stop burning/to go out (of fire, lamp etc)/to come to an end/to wither away/to die out	⿰火息	missing				
1261	廠	18	cong2	factory/hospital	⿸广敞	missing				
1262	熟	18	suk6	cooked (of food)/ripe (of fruit)/mature (of seeds)/familiar/skilled/done	⿱孰灬	covered_main	statives.js	suk6	like:stative_predicate result_state_property	
1263	適合	18	sik1hap6	to fit/to suit	⿺辶啇:⿱亼口	covered_main	statives.js	sik1 hap6	like:stative_predicate	
1264	靚女	18	leng3neoi2	pretty girl	⿰青見[GT],⿰靑見[JK]:女	missing				
1265	儲	18	cyu5	savings/to save/to deposit/to store/surname Chu/Taiwan pr. chu2	⿰亻諸	handled_structurally				src/runtime-resources/pronunciation/unknown-cjk-jyutping-fallback.js
1266	應	18	jing1|jing3	ought/surname Ying/to answer/to respond	⿸䧹心	missing				
1267	戲	18	hei3	drama/play/show/trick/CL:齣[chēut],場[chèuhng],臺[tòih]	⿰䖒戈	covered_main	things.js	hei3	what:object_np media_np	
1268	擦膠	18	caat3gaau1	NO DEF	⿰扌察:⿰月翏[GJK],⿰⺼翏[TV]	missing				
1269	禮物	18	lai5mat6	gift/present	⿰礻豊[GTV],⿰示豊[JK]:⿰牛勿	missing				
1270	雞	18	gai1	fowl/chicken/CL:隻[jek]/a prostitute/ten thousand dollars/the trigger of a gun/a whistle	⿰奚隹	missing				
1271	懷疑	18	waai4ji4	to doubt/to suspect/doubt/suspicion/skeptical	⿰忄褱:⿰𠤕&CDP-8CCE;	covered_main	verbs.js	waai4 ji4	doing:cognition_opinion_predicate belief_predicate	
1272	鐘意	18	zung1ji3	like	⿰金童:⿱音心	missing				
1273	權	18	kyun4	authority/power/right	⿰木雚	missing				
1274	鑑林	18	*gaam3lam4	NO DEF	⿰金監:⿰木木	missing				
1275	三點	17	saam1dim2	NO DEF	⿱一二:⿰黑占	missing				
1276	下邊	17	haa6bin1	under/the underside/below	⿱一卜:⿺辶臱	missing				
1277	公眾	17	gung1zung3	public	⿱八厶:⿱罒乑[GTK],⿱罒&CDP-8C76;[J]	missing				
1278	太過	17	*taai3gwo3	NO DEF	⿵大丶:⿺辶咼	missing				
1279	毋	17	mou4	no/not	毋	missing				
1280	四十五度	17	*sei3sap6m5dou6|dok6	NO DEF	⿴囗儿:十:⿱一𫝀:⿸广&CDP-8C46;	missing				
1281	左下	17	zo2haa6	lower left	⿸𠂇工:⿱一卜	missing				
1282	平排	17	ping4paai4	NO DEF	⿻干丷[GTJV],⿻干八[K],⿱一&CDP-8A64;:⿰扌非	missing				
1283	必須	17	bit1seoi1	to have to/must	⿻心丿:⿰彡頁	missing				
1284	打直	17	daa2zik6	NO DEF	⿰扌丁:⿱十&CDP-8BA5;[GT],⿱十⿺𠃊目[JK]	missing				
1285	打斜	17	daa2ce3	NO DEF	⿰扌丁:⿰余斗	missing				
1286	民主黨	17	man4zyu2dong2	Democratic Party	民:⿱亠土,⿱丶王:⿱𫩠黑	missing				
1287	任	17	jam6	to assign/to appoint/to take up a post/office/responsibility/to let/to allow/to give free rein to/no matter (how, what etc)/surname Ren	⿰亻壬	missing				
1288	再落	17	*zoi3lok6	NO DEF	⿱一冉:⿱艹洛	missing				
1289	多數	17	do1sou3	majority/most	⿱夕夕:⿰婁攵	missing				
1290	好大	17	*hou2|hou3daai6	NO DEF	⿰女子:⿻一人	missing				
1291	好慘	17	*hou2|hou3caam2	NO DEF	⿰女子:⿰忄參	missing				
1292	收到	17	sau1dou3|sau1dou2	to receive|used to say that one has understood, "message received!"; "understood!"; "I get what you're saying!"/to receive (colloquial)	⿰丩攵:⿰至刂	missing				
1293	有機	17	jau5gei1	organic	⿸𠂇月:⿰木幾	missing				
1294	告	17	gou3	to sue/to tell/to inform/to say	⿱𠂒口	missing				
1295	我估	17	*ngo5gu2|gu3	NO DEF	我:⿰亻古	missing				
1296	我畫	17	*ngo5waak6|waa2	NO DEF	我:⿳&CDP-8BC6;田一	missing				
1297	言論	17	jin4leon6	expression of (political) opinion	言:⿰言侖	missing				
1298	受到	17	sau6dou3	to receive/to suffer/obtained/given	⿱&CDP-8BB8;又:⿰至刂	missing				
1299	咁上下	17	gam3soeng6haa2	NO DEF	⿰口甘:⿱⺊一:⿱一卜	missing				
1300	波浪	17	bo1long6	wave	⿰氵皮:⿰氵良	missing				
1301	知有	17	*zi1|zi3jau5	NO DEF	⿰矢口:⿸𠂇月	missing				
1302	阿哥	17	aa3go1	(familiar) elder brother	⿰阝可:⿱可可	missing				
1303	後生	17	*hau6saang1|sang1	NO DEF	⿰彳⿱幺夂[GJKV],⿰彳&CDP-8B7B;[HT]:生	missing				
1304	後面	17	hau6min6	rear/back/behind/later/afterwards	⿰彳⿱幺夂[GJKV],⿰彳&CDP-8B7B;[HT]:⿱丆囬	covered_main	study-suite.js	hau6 min6	where:place_np relative_location	
1305	計劃	17	gai3waak6	plan/project/program/to plan/to map out	⿰言十:⿰畫刂	missing				
1306	個害	17	*go3hoi6	NO DEF	⿰亻固:⿱𫲸口[GK],⿳宀龶口[TJV]	missing				
1307	唔好意思	17	m4hou2ji3si3	excuse me	⿰口吾:⿰女子:⿱音心:⿱田心	surface_covered_sense_uncertain	degree-and-formulas.js	m4 hou2 ji3 si1	func:formula_discourse_unit	
1308	租	17	zou1	rent/taxes	⿰禾且	handled_structurally				src/runtime-resources/pronunciation/unknown-cjk-jyutping-fallback.js
1309	純粹	17	seon4seoi6	purely	⿰糹屯[GTV],⿰糸屯[JK]:⿰米卒	missing				
1310	高度	17	gou1dou6	height/altitude/elevation/high degree/highly	⿳亠口冋:⿸广&CDP-8C46;	missing				
1311	基本法	17	gei1bun2faat3	Basic Law	⿱其土:本:⿰氵去	missing				
1312	將個	17	*zoeng1|zoeng3go3	NO DEF	⿰爿&CDP-8BC3;:⿰亻固	missing				
1313	理論	17	lei5leon6	theory	⿰王里:⿰言侖	missing				
1314	處	17	cyu2|cyu3|syu3	place/location/spot/point/office/department/bureau/respect/one's virginity/classifier for locations or items of damage: spot, point/to reside/to live/to dwell/to be in/to be situated at/to stay/to get along with/to be in a position of/to deal with/to discipline/to punish	⿸虍処	missing				
